name,lastrevid
Miloš Bojović (born 1938),1115089134
Stojan Bošković,1086699221
Dragoslav Ćirković,1067963386
Jovan Ćirković,1059400282
Dobrica Ćosić,1112008531
Branislav Crnčević,1106879636
Dimitrije Davidović,1087660110
Jovan Dejanović (politician),1108928519
Stojimir Dobrosavljević,948320646
Petar Dobrović,1089075335
Đura Dokić,1070594815
Panta Draškić,1064162273
Milorad Drašković,1092900587
Jovan Dučić,1082211776
Milica Đurđević Stamenkovski,1113717164
Željko Fajfrić,1099453530
Jevrem Grujić,1080713581
Branislav Ikonić,1098336710
Jovan Ilić,1113205322
Vlada Ilić,1078683933
Trivo Inđić,1113389874
Antonije Isaković,1057235218
Golub Janić,1083111280
Đurica Jojkić,1059798583
Dragić Joksimović,1100853216
Dragutin Jovanović-Lune,1079710510
Dragan Jovanović (Yugoslav politician),1110036654
Ljubomir Jovanović,1087632901
Stevan Knićanin,1102396011
Milan Komnenić,1070857261
Josif Kostić,1083961566
Drago Kovačević,1106827460
Milan Kovačević,1106995814
Bogoljub Kujundžić,1004921811
Ognjen Kuzmanović,1012902271
Panta Lunjevica,1021098036
Čedomir Marjanović,1040820548
Svetozar Marković,1074947381
Dobrica Matković,1004905451
Branko Mikašinović (politician),1030919277
Miroslava Milenović,1108423117
Stevan Milosavljević,1072287796
Jevrem Nenadović,1086133404
Radovan Ničić,1099986846
Đorđe M. Pavlović,1057492147
Medo Pucić,1081085155
Stanko Radmilović,1031975915
Zoran Radojičić,1104115420
Miljko Radonjić,1089243958
Miloš Radosavljević (politician),1008868122
Žika Rafajlović,1010417854
Mita Rakić,1074905694
Dušan Salatić,1056918453
Aleksandar Sandić,1086770734
Miloš Savčić,1090027162
Arsenije Sečujac,1081133569
Stojan Simić,1059405629
Milan Smiljanić (priest),1009635579
Dragi Stamenković,1061050680
Jovica Stanišić,1077489604
Tenka Stefanović,1074112381
Dragiša Stojadinović,1099456616
Savo Štrbac,1099456873
Jovan Subotić,1099456936
Ilija Šumenković,1109096396
Ranko Tajsić,1079699589
Teodosije Maričević,1049200540
Mirko Tepavac,990045262
Vasilije Trbić,1105497413
Miloš Trifunović (politician),1100996406
Miloš Trivunac,1008868237
Dimitrije Tucović,1062103511
Jovan Valenta,1079707469
Aleksandar Vasić (politician),892673943
Dragan Velikić,1061323531
Jovan Veselinov,1095927947
Đorđe Vojnović,1024357513
Milorad Vučelić,1114761288
Gavro Vučković Krajišnik,1107975991
Milija Zdravković,1103151078
Dušan Zelenbaba,1094283630
Nebojša Zelenović,1099395107
Petar Živković,1104129672
Usame Zukorlić,1102194323
Charles Bastienne,1076671631
Wallace Cosgrow,1076671993
Didier Dogley,1076671502
Errol Fonseka,1070911539
Joel Morgan,1079606825
Satya Naidu,1066946719
T. J. Alldridge,1083153375
John Amadu Bangura,1098272585
Arnold Jonathan Bishop-Gooding,1101346073
Christopher Okoro Cole,1110752519
Moinina Fofana,949534467
Isatu Fofanah (politician),1079483963
David J. Francis (politician),1092035699
Momoh Gulama,949562875
Mohamed Wurie Jalloh,1009329190
Henry M. Joko-Smart,1099837505
Andrew Juxon-Smith,1104489204
Sunkari Kabba-Kamara,1077051140
Yahya Kanu,1107226049
Edward Kargbo,1094590470
Momodu Kargbo,1081953244
Danda Mohamed Kondeh,949695532
David Lansana,1100260184
Henry Josiah Lightfoot Boston,1115228918
Émile F. Luke,1110752536
Henry O. Macauley,1087779835
Alie Badara Mansaray,1000259166
Mohamed Kamarainba Mansaray,1105894039
Solomon Musa,1078399680
Thomas Peters (revolutionary),1102429329
Bai Kelfa Sankoh,1093263811
Tinga Seisay,1103837195
Solomon Athanasius James Pratt,1104360217
Valentine Strasser,1109040965
Alpha Timbo,971644466
Andrew Kuan,1106351077
Lim Han Hoe,1108446872
Ooi Boon Ewe,1103546461
Rudolf Filkus,1006072918
Ján Francisci-Rimavský,1107024861
Jozef Gregor-Tajovský,1084055090
Milan Haborák,1065133185
Ivan Hopta,1106148875
Jozef Miloslav Hurban,1102138127
Ján Kollár,1105810000
Ivan Lesay,1093239574
Ivan Lexa,1113198710
Ján Lunter,1105947402
Štefan Osuský,1080228202
Gabriel Palacka,1109948113
Simona Petrík,1112839272
Julián Šimko,1090354432
Jozef Sivák,1105404075
Radovan Sloboda (politician),1106146529
Ľudovít Štúr,1104491431
Jaroslav Svěchota,1115512326
8th National Assembly of Slovenia,1110653139
Viktor Avbelj,1076931457
Josef Anton Barbo von Waxenstein,1099768272
Joseph Emanuel Barbo von Waxenstein,1114107894
Tatjana Bobnar,1110339618
József Borovnyák,1095084562
Klemen Boštjančič,1111951290
Uroš Brežan,1110339465
Ivan Cankar,1072162015
Jože P. Damijan,1006800884
Lambert Ehrlich,1090244530
Emilija Stojmenova Duh,1101796769
Sanja Ajanovič Hovnik,1110339664
Johann Nepomuk Hradeczky,1030361090
Božidar Jakac,1089135416
József Klekl (politician),1091872792
József Klekl (writer),1078005718
Boris Kraigher,1063586220
Ivan Kramberger,1102238755
István Kühár,1078006386
Matija Majar,1078006826
Andrej Marinc,1095085152
Mark Boris Andrijanič,1114119903
Drago Marušič,1101649728
Matej Arčon,1091947189
Anton Novačan,1099927478
Igor Papič,1110338248
Dominika Švarc Pipan,1110339643
Jože Podgoršek,1100530431
Dušan Šinigoj,1011743534
Matija Škerbec,1084428429
Alenka Smerkolj,1085316550
Janko Smole,1076927921
Franc Snoj,1089996788
Patricija Šulin,1057402692
József Szakovics,1078575911
Vilmos Tkálecz,1011171974
Ludvik Toplak,1099224184
Asta Vrečko,1110339536
Valentin Zarnik,1095084255
Janez Zemljarič,1076929779
Nestor Ghiro,1103157870
John Dean Kuku,1103157243
Doreen Kuper,1071176674
Eric Lawson (politician),1103173015
John Maneniaru,1103157725
Andrew Manepora,1103157719
Julian Moti,1097797290
Bartholomew Parapolo,1103157673
Daniel Suidani,1109257595
Anthony Veke,921555219
Joseph Waleanisia,1103157537
Ajilon Jasper Nasiu,1103157600
Hassan Adan Wadadid,1042858869
Raqiya Haji Dualeh Abdalla,1070088517
Mohamoud Diriye Abdi Joof,1025168021
Abdihakim Luqman,1050295609
Abdillahi Fadal Iman,1108538185
Ahmed Abdisalam Adan,1103645386
Abukar Umar Adani,1062681170
Abshir Aden Ferro,1080801324
Aden Isaq Ahmed,1089541757
Abdulahi Ahmed Afrah,1062657842
Agalule,969628551
Ahmed Abdi Mohamed,1100656544
Abdirahman Ahmed,1024854466
Abdullahi Mohamed Ali,1086170226
Ahmed Ibrahim Artan,1091235719
Awad Ahmed Ashareh,934134220
Abdirahman Aw Ali Farrah,1090813639
Ali Abdi Aware,1101217147
Abdurahman Abdullahi Baadiyow,1100441625
Bashir Bililiqo,1111557716
Abdinuur Biindhe,1095417153
Hussein Hagi Bood,1106104619
Abdi Hassan Buni,1091978667
Dahir Mohamud Gelle,1086845086
Abdikarin Dahir,919546861
Abdikarim Dhaaye,916623039
Ali Dhere,1111018225
Ahmed Farah Dualeh,1088167837
Mohamed Omar Dubad,1036128178
Osman Dubbe,1104337611
Mohamed Ali Facaye,959891467
Abdulcadir Gabeire Farah,1083176145
Abdulrahim Abby Farah,1082812482
Ahmed Moalim Fiqi,1115853537
Mohamud Abdi Gaab,1059533900
Ahmed Gacmayare,1055233016
Garaad Abdulahi Garaad Soofe,1092287063
Garab-Yare,948816741
Jama Mohamed Ghalib,1113251693
Ahmed Mohamed Gulaid,1088536676
Yusuf Ahmed Hagar Dabageed,1057222114
Zakaria Mohamed Haji-Abdi,1001700462
Anisa Hajimumin,1114018333
Abdulkadir Abdi Hashi,1033350989
Mohamed Ali Hassan,1051816121
Zakia Hussein,1112017371
Abdirahman Haji Aden Ibbi,1093240772
Ibraahim Guure,1041051193
Ibrahim Megag Samatar,1100656361
Hanifa Mohamed Ibrahim,1042602017
Ahmed Mohamed Iman,1093959197
Ibrahim Artan Ismail,1092718719
Mohamed Sheikh Ismail,1009328790
Yusuf Mohamed Ismail,1030025861
Abdihamid Sheikh Abdisalam Isse,993306568
Ahmed Sheikh Jama,971059346
Bashir Mohamed Jama,1047607338
Farah Ali Jama,1069321898
Hibaq Jama,1082993295
Mohamed Yusuf Jama,1105894241
Abdirahman Janaqow,1016481335
Yusuf Hussein Jimaale,1109018708
Abdirizak Jurile,1115857480
Muna Khalif,1098095871
Mohammed Awale Liban,1056519656
Maslah Mohammed Siad Barre,1049402564
Mohammed Abdullah Hassan,1115797248
Hassan Ali Mire,1113047346
Hassan Moalim,1101935309
Mohamed Ainanshe Guled,1074486381
Abdinur Sheikh Mohamed,1048396818
Abdullahi Mohamed Nur,1044041777
Haji Ibrahim Nur,1089443067
Mohamed Nur,1050474386
Mohamed Ali Nur,1059166816
Abdilqadir Ali Omar,1004888349
Musa Kassim Omar,991598166
Mustafa Mohammed Omar,1115032770
Abdirahman Dahir Osman,975462878
Jama Abdullahi Qalib,1105878436
Djama Rabile Ghod,1100056788
Said Mohamed Rage,994839148
Ali Said Raygal,985430850
Abdulkadir Sheikh Sakhawudeen,1113086828
Yusuf Osman Samatar,998215519
Mohamed Adan Saqadhi,1095290994
Aden Saran-Sor,919377968
Ali Sheegow,1025739043
Said Hassan Shire,1009111397
Mohamud Siraji,1098114316
Hawo Tako,1106611306
Khalif Mumin Tohow,1105752730
Abdi Mohamed Ulusso,1106387858
Omar Ismail Waberi,1074732557
Deqa Yasin,1032785373
Deeq Sulaiman Yusuf,977166270
Mohamoud Hashi Abdi,1042062671
Muse Bihi Abdi,1105150647
Abdilahi Husein Iman Darawal,1062337689
Abdillahi Mohamed Dahir,1055763252
Omar Ali Abdillahi,961838890
Abdirahim Ali Ismail,1033777237
Mohamed Yusuf Abdirahman,1056374599
Abdullahi Abdi Omar,1107511169
Abdirahman Mohamed Abdullahi,1093454962
Ahmed Haji Ali Adami,991379241
Suleiman Mohamoud Adan,1100648418
Zamzam Abdi Adan,1104180941
Ahmed Aw Dahir,1062918876
Mohammed Ahmed Alin,1067230288
Mohamed Nour Arrale,1010517655
Abdirizak Ibrahim Mohamed Attash,1106387976
Bashe Awil Omar,1080305059
Buurmadow,1060454282
Mohamed Abdi Dhinbil,1105389938
Hussein Ali Duale,1061678975
Hussein Abdi Dualeh,1046373247
Bashe Mohamed Farah,1100193203
Khadra Haji Ismail Geid,1110909858
Dayib Gurey,1105996972
Suleiman Hassan Haddi,1080321751
Suleiman Haglotosiye,1113248839
Hassan Ismail Yusuf,1115803831
Abdiaziz Hussein Hassan,1050666572
Hussein Mohamed Mohamoud,1025215950
Hassan Isse Jama,1082326113
Abdiqani Mohamoud Jidhe,1102025422
Dahir Riyale Kahin,1114879468
Mohamed Hussein Jama,1057643441
Ahmed Mohamed Mohamoud,1114881150
Mohamed Ahmed Mohamud,1069732157
Nafisat Yusuf Mohammed,1013484175
Ismail Haji Nour,1080319184
Osman Saleban Jama,1073933365
Liban Yusuf Osman,1078601021
Ahmed Muhammad Aden Qeybe,1100656814
Abdirisaq Waberi Roble,964350062
Jibrell Ali Salad,1086444472
Abdirahman Saylici,1106387960
Abdirahman Ahmed Ali Tuur,1114877231
Faysal Ali Warabe,1105125295
Ali Mohamed Warancadde,1050457012
Ahmed Yusuf Yasin,1082812507
Mohamed Yonis,1092949757
Ali Mohamed Yussuf,1021493082
Isse Ahmed Yusuf,1005192126
Dulton Adams,1086408049
Bongani Baloyi,1084870878
Henry Barrington,1091913293
Japie Basson,1091913341
Christiaan Frederik Beyers,1099763792
Hendrietta Bogopane-Zulu,1091913446
Bongani Bongo,1093781956
Henry Burton (South African politician),1103715218
Shaun Byneveldt,1086431155
Marshall Campbell,1112455259
Geoffrey Cronjé,1087229553
Rowan Cronjé,1090126948
David Dichaba,1087229999
Stephanus Jacobus du Toit,1070184582
Jennifer Ferguson,1084878734
Benjamin Wesley Greenacre,1088248229
Owen Horwood,1084875345
Danie Hough,1096032434
John William Jagger,1088423836
Christina Jasson,1095281104
Makhosi Khoza,1110352747
Adam Kok III,1084880247
Cornelius Kok II,1027218749
Joel Krige,1092237074
Johannes Christoffel Krogh,1097324284
Dawid Kruiper,1084880270
Cornelis Jacobus Langenhoven,1100944645
Maruping Lekwene,1088788887
Lindiwe Mabuza,1100374167
Elizabeth Mafekeng,1084880274
Mmusi Maimane,1115303784
Geoff Makhubo,1098843482
Mabel Malherbe,1091904503
Neo Maneng,1090707645
Themba Maseko,1084880381
Bandile Masuku,1115516317
Qaqambile Matanzima,1084880360
Khayelihle Mathaba,1084880305
Graham McIntosh,1071895270
Ntombi Lentheng Mekgwe,1084875290
Jan Meyer,1100262444
Clarence Mini,1084878322
Wilton Mkwayi,1101374740
Zwakele Mncwango,1114285475
Ellen Molekane,1084871818
Silas Molema,1087407617
John Moodey,1098205766
Frederick Moor,1086100029
Viola Motsumi,1084876921
Dali Mpofu,1113078843
Mpumi Mpofu,1084874811
Bongani Msomi,1084870895
Prema Naidoo,1086619086
Sister Bernard Ncube,1092981088
John Nkadimeng,1106722224
Sibongile Judith Nkomo,1112786688
Stafford Parker,1105552581
Fawzia Peer,1084880279
Penny Penny,1092903833
Pieter Gysbert Noodt,975860917
Amichand Rajbansi,1066986085
JN Reddy (politician),1113392946
Zamani Saul,1084877243
Helen Sauls-August,1098455848
Charles Saunders (colonial administrator),1098520391
Floyd Shivambu,1093791445
Archie Sibeko,1096673163
Letitia Sibeko,1107939937
Edward Philip Solomon,1106269773
Max Sonnenberg,1096328535
Walter Stanford,1112747607
Richard Stuttaford,980482363
Michael Tellinger,1102506186
Moses Twebe,1084874768
Johannes Hendrikus Viljoen,1091590968
Andries Waterboer,1084880251
Nicolaas Waterboer,1105620135
Alan Winde,1107724739
Thuli Dladla,1046068469
Paul Dlamini,1081249695
Prince Sozisa Dlamini,808556266
Njabulo Mabuza,1081249733
Themba Masuku,1092838946
Charles Myeza,1112285121
Ben Nsibandze,1100374538
Jackson Abugo,1095291739
Anisia Achieng,1101103198
Emmanuel Adil Anthony,1112647227
Africano Mande Gedima,1115247401
Angelo Dayu Agor,1078042589
Morris Yel Akol,1084078778
Wol Akec Akol,1093916563
Deng Deng Akon,1107221543
Mayol Kur Akuei,1044511023
Obuch Ojwok Akuo,1065212992
Albino Bol,1105090334
Jacob Aligo,1095292336
Paul Malong Awan,1105447742
Ayaa Benjamin Warille,1113514909
Joseph Bakosoro,1113578914
Francis Barsan,1078637416
Tito Biel,1055829953
Abraham Makoi Bol,919546351
Theresa Anyuat Bola,1090872160
Mary Boyoi,1104061850
Paul Lodu Bureng,1086320016
Cirino Hiteng Ofuho,1106297094
Nyandeng Malek Deliech,1090872164
Deng Deng Akuei,919471963
William Deng Nhial,1114800318
Aldo Deng,1032863130
Ronald Ruai Deng,919609685
Teker Riek Dong,918811425
John Malish Dujuk,1108659929
George Echom,1067331237
Baptist Sabit Frances,1068382948
Taban Deng Gai,1113427102
Jacob Kuwinsuk Gale,1108503934
Joseph Garang,1099266151
Isaac Cleto Hassan,1099791155
Rezik Zechariah Hassan,949043206
Sarah Cleto Hassan,1111889684
Emmanuel Ija,1095984007
Aggrey Jaden,1059224881
Chol Tong Mayay Jang,888292366
Timothy Taban Juch,1058136616
Michael Roberto Kenyi,1087319671
Salva Kiir Mayardit,1115281646
Peter Bol Koang,918743234
Clement Wani Konga,1102830572
Baba Medan Konya,919549108
Kuol Deim Kuol,1006056090
Samson L. Kwaje,1055834802
Felix Ladu,1091814441
Paterno Legge,1075466143
Stephen Lemi Lokuron,1075465380
Natisio Loluke,919628419
Joseph Lual Acuil,1063289231
Vincent Kujo Lubong,1069101167
Mabior Garang De-Mabior,1113657913
Mary Karlino Madut,1094131882
Simon Mijok Majak,1100729735
Madang Majok,930031820
Abraham Gum Makuach,1112713366
Juma Ali Malou,919560655
Mary Mawai,1105243093
James Ajongo Mawut,1093453653
Peter Mayen,1109187939
Juliet Raphael Michael,1094131128
John Peter Miskin,1091499255
Afikaano Monday,919576350
Joseph Monytuil,1103909978
Hellen Murshali,1103920974
Paulino Matip Nhial,1109450057
Elias Waya Nyipuoc,960248404
Rebecca Joshua Okwaci,1078883066
Nathaniel Oyet,1113434840
Joseph Nyiegele Pacifo,929980362
Bona Panek,919581650
Ajonye Paperture,1024512303
Paulino Lukudu Obede,1105374820
Simon Kun Puoch,1032614087
Patrick Raphael,918739405
Richard Remo,1068134189
Ruben Madol Arol Kachuol,1096745777
Adil Athanasio Surrur,1106626605
John Lodu Tombe,1075472084
Tong Akeen Ngor,1049724514
Dier Tong Ngor,1110997068
Michael Tongun,1080331759
James Tor Monybuny,1005891533
Rin Tuec,919609346
Efisio Kon Uguak,1075404348
Augustino Jadalla Wani,1094862433
Manasseh Lomole Waya,1096606367
Juma Saeed Worju,967664366
Justin Yak,1110072478
Claro Abánades López,1113779647
Joaquín Abarca,1033407869
Domingo de Acassuso,1093900852
Pedro Acedo Penco,1084146623
Sofía Acedo Reyes,1082213275
Rodolfo Aínsa,1101221364
Luis Alarcón de la Lastra,1104137934
Gil Álvarez Carrillo de Albornoz,1097643747
Luis Almarcha Hernández,1068994303
Alonso III Fonseca,1095942154
Ana Alós,1101011811
"Fadrique de Toledo, 1st Marquess of Valdueza",1068945024
"Fernando Álvarez de Toledo, 3rd Duke of Alba",1110129320
García Álvarez de Toledo y Osorio,1095787511
"García de Toledo Osorio, 6th Marquess of Villafranca",1045635951
"Pedro de Toledo Osorio, 5th Marquess of Villafranca",1104843127
Diego de Alvear y Ponce de León,1109548816
Martín de Álzaga,1114852877
Buenaventura Carlos Aribau,988474574
Manuel de Aróstegui Sáenz de Olamendi,1096423662
Antonio Arrúe Zarauz,1113779972
Eduardo Asquerino,1059034676
Lourdes Auzmendi,1029806372
Vicente Bacallar,1083620426
Ignacio Baleztena Ascárate,1114317297
Atanasio Ballesteros,1108477980
"José Baquíjano y Carrillo, Count of Vistaflorida",1093246879
Juan Palarea y Blanes,1110529907
Joseph Blás de Gainza,993600864
Juan Antonio Bolea,1100828029
Gaspar de Borja y Velasco,1104699341
"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",1070343072
Blas Camacho,1101437075
José Manuel Campa,1074156210
Mateu Cañellas,1099176383
Antonio Carro Martínez,1104381249
"Nicolás de Carvajal, Marquis of Sarria",1098105485
Francesc de Castellví i de Vic,1066124922
Yaiza Castilla Herrera,1114401468
"Juan Francisco de la Cerda, 8th Duke of Medinaceli",1105892119
"Luis Francisco de la Cerda, 9th Duke of Medinaceli",1101260163
Ramón Chíes,1093542725
Diego Clemencín,1081213360
Octavio Cuartero Cifuentes,1096425264
"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",1084945739
Fernando de Parias Merry,1102909033
Rafael Díez de la Cortina y Olaeta,1112390753
Teresa Domingo Segarra,1091720186
Juan Donoso Cortés,1106894631
Horacio Echevarrieta,1046893081
Julián Elorza Aizpuru,1111274553
Juan de Escobedo,1043838278
Juan Escoiquiz,1032123165
Gaspar de Espinosa,1068983396
Víctor Eusa Razquin,1113527776
Carlos Fabra Carreras,1088684877
"Diego Felipez de Guzmán, 1st Marquess of Leganés",1096106290
Miguel Ángel Fernández-Palacios,1101094299
"Fernando Gómez (footballer, born 1965)",1098126018
Antonio Flores de Lemus,1069012803
Josep Fornas,1100828052
Chato Galante,1110515122
Guillermo Galeote,1099982046
Mar Garcia,1069863344
Álvaro Gil-Robles,1068958543
Magda Godia,1101223631
Juan Carlos Guerra Zunzunegui,1104380457
"Gaspar Méndez de Haro, 7th Marquis of Carpio",1019104410
"Pedro Henriquez de Acevedo, Count of Fuentes",1103929563
Pedro de Herrera,1059696308
Eleazar Huerta Valcárcel,1069026111
Javier Imbroda,1109934881
Blas Infante,1090235807
Erasmo Janer Gironella,1107107927
Manuel Jiménez de Parga,1096109133
Joaquín Jiménez Hidalgo,1100828477
Alejandro Lamalfa,1098665055
Ignacio Hernando de Larramendi y Montiano,1109395465
Bernardino León,1080860368
Hernando de Lerma,1096116275
José Pascual de Liñán y Eguizábal,1111270449
José Luis Liso,1099829902
José María Llanos,1114408218
Carmen Llorca,1084910372
Pero López de Ayala,1096106599
Álvaro de Luna,1096639628
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",1043098967
Xabier Markiegi,1113721723
Marquis of Amboage,1086094474
Ignacio Martín Amaro,1103971165
Luis Méndez de Haro,1103527874
Bernardino de Mendoza,1114691610
Marcelino Menéndez y Pelayo,1096446601
Gabriel Milan,1065174231
Luis Minguela,1110850781
Salvador Minguijón Adrián,1113473296
Pep Mòdol,1104404965
Guillermo Morphy,1066444598
Pere Navarro Olivella,1084603008
Juan Everardo Nithard,1103547500
Pablo de Olavide,1112996673
José María de Orbe y Gaytán,1111269697
Álvaro d'Ors Pérez-Peix,1106358929
Félix Ortega Fernández,1083313299
Román Oyarzun Oyarzun,1112985729
Juan Pacheco,1050728168
Berenguer de Palou II,1059003082
Javier María Pascual Ibañez,1088789363
Pedro Antonio de Aragón,1093371088
José Pellicer Gandía,1112951182
Juan Manuel de la Peña Bonifaz,1110216579
Antonio Pérez (statesman),1112055320
Antonio Victor Pildáin y Zapiáin,1115030339
Manuel Pizarro Moreno,1095965862
Luis Gabriel Portillo,1083417528
Pablo de Porturas y Landázuri,1083314563
Manuel Prado y Colón de Carvajal,1110047861
Jesús Quijano,1083314800
Pascual Rabal Petriz,1110714338
Domingo Ram y Lanaja,1103935973
Enrique Ramón Fajarnés,1105196034
Maria Dolors Renau,1110717255
Tomás Reñones,1067962807
Luis de Requesens y Relat,1066130983
Galceran de Requesens y Santa Coloma,800277980
Rafael del Riego,1109697301
Miguel Romero (activist),1069043798
Julio Ruiz de Alda,1070900508
Gabriel von Salamanca-Ortenburg,1103927512
Sampiro,1095007515
Rafael Sánchez Guerra,1096426163
Belén de Sárraga,1085675324
José Sisto,1092505399
Pedro Soto (politician),1099628635
"Juan de Tassis, 1st Count of Villamediana",1091687937
Francisco Elías de Tejada y Spínola,1112143161
José Perelló Torrens,1106097271
Leopoldo Torres (politician),1103027991
Mikel Unzalu,1101357586
Arantza Urkaregi,1114502991
María Rosa Urraca Pastor,1112159572
Fernando de Valdés y Salas,1031521862
Mauro Varela,1104383327
Rodrigo Vázquez de Arce,934714696
Eugenio Vegas Latapie,1107109600
José Joaquín de Viana,1083620763
Vicenç Vidal Matas,1083747578
Narcís Vinyoles,1096424716
Mariano Zufía Urrizalqui,1112160238
Sujatha Paramanathan,1113502682
Marshal Perera,1106530273
Sirimal Wijesinghe,1101551180
Robelto Hector,1103515422
Eustace John,1079695657
Shirley Skerrit-Andrew,1066964128
Kenneth John,1100264544
Gertrude Protain,1014394761
Alphonso Theodore Roberts,1077403825
Adil Abdel Aati,961560512
Malik Agar,1105457485
Ali wad Hilu,1085011367
Mirghani Alnasri,1059686019
Samuel Aru Bol,919521306
Tahani Abdalla Attia Gasmalla,1102528472
Ibrahim Balandiya,1055831182
Daud Bolad,1061629688
Ahmed Diraige,1103941566
Bishop Philip Abbas Ghaboush,1012661225
Zakaria Chol Gideon Gakmar,1002869856
Shartai Jaafar Abdel Hakam,1105520433
Ja'afar Abdul El Hakh,789974403
Osman Kebir,1025563424
George Kongor Arop,1026498747
Saeed Madibo,894929684
Amin Mekki Medani,1098277987
Jimmy Lemi Milla,1110668092
Muhammad Sa'id al-Qaddal,1100493448
Muhammad Sharif (Kalifa),1050319332
Abdallahi ibn Muhammad,1092462251
Abdel Halim Muhammad,1095715393
Abdul-Hamid Musa Kasha,1073676200
Al Taib Mustafa,1106782827
Muhammad Nadi Pasha,1073123086
Theophilus Ochang,1026899751
Salih Mahmoud Osman,986231936
Ibrahim El-Salahi,1114079134
Santino Deng Teng,1033617848
Simon Makwac Mayen,1106184658
Eliaba James Surur,1104223419
Alhaj Adam Yousef,1040529764
Yusuf al-Ajab,1082923942
Ashwin Adhin,1110227052
Caprino Alendy,1046386920
Marinus Bee,1044261887
Johannes Brons,1061430025
Angelic Alihusain-del Castilho,972745173
Johannes Cateau van Rosevelt,1074119308
Fred Derby,1109371785
Rashied Doekhi,1105642607
David George Findlay,1100754018
Olton van Genderen,1061719983
Salikin Hardjo,1068851430
George Hindori,1087130117
Theo Jubitana,1098812478
Sylvia Kajoeramari,1112727480
Krishna Mathoera,1110192935
Amar Ramadhin,1007146722
Sewraam Rambaran Mishre,1110193614
Willy Soemita,1114207932
Wim Bos Verschuur,1096953822
Saskia Walden,1112304854
Grace Watamaleo,1112727543
Jozef Weidmann,1037459272
Abraham Brodersson,1115163994
Thoralf Alfsson,1105567274
Leila Ali Elmi,1111882241
Bengt Snivil,1055951113
Rudolf Fredrik Berg,1113096827
Birger Jarl,1106260454
Birger Brosa,1024623646
Axel Brusewitz,1039843620
Nils Claëson,1093435562
Petrus Olai Dalekarlus,1073651332
Charles the Deaf,1114537749
Christoffer Dulny,1115365930
Klas Eklund,941420482
Martin Ekström,1065514763
Nils Elowsson,1080015839
Folke the Fat,1101657785
Hans Reinhold von Fersen,1068082355
Clas Frietzcky,963414238
Birger Furugård,1016969064
Hemming Gadh,1018541199
Anders Henriksson (politician),1095370812
Carl P. Herslow,1112231330
Harald Hjärne,1085490833
Holmger Knutsson,1022950956
Ida Karkiainen,1111922174
Albrecht Elof Ihre,962137372
Gustav Kasselstrand,1111499686
Mats Kettilmundsson,974588670
Per Klarberg,1067229019
Sture Korpi,1098860122
Peeter Luksep,1067164381
Eskil Magnusson,1103368159
Stig Malm,1100349229
Ture Malmgren,993905483
Magnus Minniskiöld,1055950775
Omar Mustafa,1114431170
Gustaf Nyblæus (1816),907294516
Sven-Olle Olsson,1037993994
Vera Oredsson,1113634951
Gabriel Gustafsson Oxenstierna,1113096968
Carl Fredrik Pechlin,1036926715
Carl Piper,1095944691
Filip Julius Bernhard von Platen,1048198762
Tomas Polus,1113516314
Nils Reuterholm,1090429369
Qristina Ribohn,1004037375
Oliver Rosengren,1115281232
Karl Gustaf Scherman,1065373172
Erik Carlsson Sjöblad,1009863371
Jimmy Ståhl,1111884033
Adolf Ludvig Stierneld,1089584584
Gustaf Algernon Stierneld,1085266368
Vávra Suk,1015480636
Peter Sunde,1113754172
Anders Sundström,1113107487
August Tamm,1071178122
Robert Macfie Thorburn,1081619244
Jessica Thunander,1054908517
Lars Törnman,1036368817
Gustaf af Wetterstedt,1115533138
Bertil Zachrisson,1081155174
Céline Amaudruz,1078966867
Beat Arnold,1103551315
Mustafa Atici,1093168910
Gallus Jacob Baumgartner,1034339108
Martin Bäumle,1113180976
Pierre François Bellot,1085380321
Jacqueline Berenstein-Wavre,1098279107
Peter Bodenmann,1097652987
Ulrich Bremi,1109100989
Achille Casanova,1109101260
Conradin Cramer,1109136165
Niklaus Dachselhofer,989253083
Sigmund von Erlach,1047996896
Heinrich Escher,1051201875
Johann Rudolf Faesch,1109260563
Peter Falck,1113518708
Franz Rudolf Frisching,1025992173
Urs Glutz von Blotzheim,1079107579
Jürg Grossen,1113181116
Tim Guldimann,1114164708
Georg Friedrich Heilmann,1065849307
Thomas Helbling,1097655440
Eva Herzog,1113518226
David Hess (painter),1088977153
Karl Otto Hunziker,1073762856
Beat Jans,1109261316
Walter Kälin,1097656534
Frédéric-César de La Harpe,1103177637
Georgie Lamon,1065924058
Paul Lüönd,1073049884
Ferdinand Masset,947627249
Frank Melloul,1110313720
Guy Mettan,1099961825
Jakob Meyer zum Hasen,1109307770
Kurt Meyer (Lucerne),1114680785
Sophie Michaud Gigon,1016857420
Peter Ochs,1013192676
Giovanni Orelli,1066004666
Ludwig Pfyffer,1077498198
Valérie Piller Carrard,1054866115
Ital Reding the Elder,1050573175
Jules Repond,1026286888
Farah Rumy,1101258104
Vinzenz Rüttimann,1101460842
Sergio Salvioni,1104342564
Alfred Emanuel Sarasin,1112830593
Nicolas Théodore de Saussure,1112325459
Peter-Josef Schallberger,1022570699
Josef Scherrer,1045327007
